imdb_id,title,rating,directors,writers,actors,budget,gross,financial score,score
tt0371739,The Zodiac,5.4,['Alexander Bulkley'],"['Alexander Bulkley', 'Kelly Bulkley']","['Justin Chambers', 'Robin Tunney', 'Rory Culkin', 'William Mapother', 'Brad William Henke', 'Rex Linn', 'Philip Baker Hall', 'Marty Lindsey', 'Brian Bloom', 'Shelby Alexis Irey', 'Natassia Costa', 'Kris Palm', 'Nate Dushku', 'Katelin Chesna', 'Kathryn Howell']","$1,000,000 ","$44,785 ",4.01 ,4.71 
tt1075747,Jonah Hex,4.6,['Jimmy Hayward'],"['Mark Neveldine', 'Brian Taylor']","['Josh Brolin', 'John Malkovich', 'Megan Fox', 'Michael Fassbender', 'Will Arnett', 'John Gallagher Jr.', 'Tom Wopat', 'Michael Shannon', 'Wes Bentley', 'Julia Jones', 'Luke James Fleischmann', 'Rio Hackford', 'David Jensen', 'Billy Blair', 'Sean Boyd']","$47,000,000 ","$10,539,414 ",4.82 ,4.71 
tt0110329,Leprechaun 2,3.8,['Rodman Flender'],"['Mark Jones', 'Turi Meyer', 'and 1 more credit']","['Warwick Davis', 'Charlie Heath', 'Shevonne Durkin', 'Sandy Baron', 'Adam Biesk', 'James Lancaster', 'Linda Hopkins', 'Arturo Gil', 'Kimmy Robertson', 'Clint Howard', 'Andrew Craig', 'David Powledge', 'Billy Beck', 'Al White', 'Martha Hackett']","$2,000,000 ","$2,260,622 ",5.63 ,4.71 
tt0110725,On Deadly Ground,4,['Steven Seagal'],"['Ed Horowitz', 'Robin U. Russin']","['Steven Seagal', 'Michael Caine', 'Joan Chen', 'John C. McGinley', 'R. Lee Ermey', 'Shari Shattuck', 'Billy Bob Thornton', 'Richard Hamilton', 'Chief Irvin Brink', 'Apanguluk Charlie Kairaiuak', 'Elsie Pistolhead', 'John Trudell', 'Mike Starr', 'Sven-Ole Thorsen', 'Jules Desjarlais']","$50,000,000 ","$38,590,500 ",5.44 ,4.72 
tt0102800,Robot Jox,4.9,['Stuart Gordon'],"['Stuart Gordon', 'Joe Haldeman']","['Gary Graham', 'Anne-Marie Johnson', 'Paul Koslo', 'Robert Sampson', 'Danny Kamekona', 'Hilary Mason', 'Michael Alldredge', 'Jeffrey Combs', 'Michael Saad', 'Ian Patrick Williams', 'Jason Marsden', 'Carolyn Purdy-Gordon', 'Thyme Lewis', 'Gary Houston', 'Russel Case']","$10,000,000 ","$1,272,977 ",4.54 ,4.72 
tt0451069,The Gospel,3.3,['Rob Hardy'],['Rob Hardy'],"['Boris Kodjoe', 'Idris Elba', 'Nona Gaye', 'Clifton Powell', 'Aloma Wright', 'Donnie McClurkin', 'Omar Gooding', 'Tamyra Gray', 'Keshia Knight Pulliam', 'Michael J. Pagan', 'Sean Nelson', 'Hezekiah Walker', 'Dwayne Boyd', 'Tony Vaughn', 'Justin Hires']","$5,000,000 ","$15,778,152 ",6.14 ,4.72 
tt0091225,Howard the Duck,4.3,['Willard Huyck'],"['Steve Gerber', 'Willard Huyck', 'and 1 more credit']","['Lea Thompson', 'Jeffrey Jones', 'Tim Robbins', 'Ed Gale', 'Chip Zien', 'Tim Rose', 'Steve Sleap', 'Peter Baird', 'Mary Wells', 'Lisa Sturz', 'Jordan Prentice', 'Paul Guilfoyle', 'Liz Sagal', 'Dominique Davalos', 'Holly Robinson Peete']","$35,000,000 ","$14,964,638 ",5.14 ,4.72 
tt1261945,Sex and the City 2,3.9,['Michael Patrick King'],"['Michael Patrick King', 'Candace Bushnell', 'and 1 more credit']","['Sarah Jessica Parker', 'Kim Cattrall', 'Kristin Davis', 'Cynthia Nixon', 'David Eigenberg', 'Willie Garson', 'Evan Handler', 'Mario Cantone', 'Liza Minnelli', 'Lynn Cohen', 'Alice Eve', 'Max Ryan', 'Omid Djalili', 'Art Malik', 'Raza Jaffrey']","$100,000,000 ","$95,328,937 ",5.54 ,4.72 
tt1787759,Madea's Big Happy Family,3.5,['Tyler Perry'],['Tyler Perry'],"['Tyler Perry', 'Loretta Devine', 'Cassi Davis', 'Shannon Kane', 'Isaiah Mustafa', 'Natalie Desselle', 'Rodney Perry', 'Tamela J. Mann', 'David Mann', 'Bow Wow', 'Teyana Taylor', 'Lauren London', 'Stevie Wash Jr.', 'Nicholas Milton', ""Benjamin 'LB' Aiken""]","$25,000,000 ","$53,311,948 ",5.94 ,4.72 
tt0154421,Idioterne,6.8,unknown,['Lars von Trier'],"['Bodil Jrgensen', 'Jens Albinus', 'Anne Louise Hassing', 'Troels Lyby', 'Nikolaj Lie Kaas', 'Louise Mieritz', 'Henrik Prip', 'Luis Mesonero', 'Knud Romer Jrgensen', 'Trine Michelsen', 'Anne-Grethe Bjarup Riis', 'Paprika Steen', 'Erik Wederse', 'Michael Moritzen', 'Anders Hove']","$2,500,000 ","$7,235 ",2.65 ,4.72 
tt0079753,The Prisoner of Zenda,4.7,['Richard Quine'],"['Dick Clement', 'Ian La Frenais']","['Peter Sellers', 'Lynne Frederick', 'Lionel Jeffries', 'Elke Sommer', 'Gregory Sierra', 'Jeremy Kemp', 'Catherine Schell', 'Simon Williams', 'Stuart Wilson', 'Norman Rossington', 'John Laurie', 'Graham Stark', 'Michael Balfour', 'Arthur Howard', 'Ian Abercrombie']","$12,500,000 ","$2,425,315 ",4.75 ,4.72 
tt1385912,I Can Do Bad All by Myself,3.2,['Tyler Perry'],"['Tyler Perry', 'Tyler Perry']","['Tyler Perry', 'Taraji P. Henson', 'Adam Rodriguez', 'Brian White', 'Hope Olaide Wilson', 'Kwesi Boakye', 'Frederick Siglar', 'Gladys Knight', 'Mary J. Blige', 'Marvin Winans', 'Eric Mendenhall', 'David Paulus', 'Randall Taylor', 'Tess Malis Kincaid', 'Joseph Taylor']","$13,000,000 ","$51,697,449 ",6.25 ,4.73 
tt0114614,Tank Girl,4.8,['Rachel Talalay'],"['Alan Martin', 'Jamie Hewlett', 'and 1 more credit']","['Lori Petty', 'Ice-T', 'Naomi Watts', 'Don Harvey', 'Jeff Kober', 'Reg E. Cathey', 'Scott Coffey', 'Malcolm McDowell', 'Stacy Linn Ramsower', 'Ann Cusack', 'Brian Wimmer', 'Iggy Pop', 'Dawn Robinson', 'Billy L. Sullivan', 'James Hong']","$25,000,000 ","$4,064,333 ",4.66 ,4.73 
tt0107606,Mother's Boys,5,['Yves Simoneau'],"['Bernard Taylor', 'Barry Schneider', 'and 1 more credit']","['Jamie Lee Curtis', 'Peter Gallagher', 'Joanne Whalley', 'Vanessa Redgrave', 'Luke Edwards', 'Colin Ward', 'Joey Zimmerman', 'Joss Ackland', 'Paul Guilfoyle', 'J.E. Freeman', 'John C. McGinley', 'Jill Freedman', 'Lorraine Toussaint', 'Ken Lerner', 'Mary Anne McGarry']","$8,000,000 ","$874,148 ",4.46 ,4.73 
tt0120701,Holy Man,4.7,['Stephen Herek'],['Tom Schulman'],"['Eddie Murphy', 'Jeff Goldblum', 'Kelly Preston', 'Robert Loggia', 'Jon Cryer', 'Eric McCormack', 'Sam Kitchin', 'Robert Small', 'Marc Macaulay', 'Mary Stout', 'Edie McClurg', 'Kim Staunton', 'Morgan Fairchild', 'Betty White', 'Florence Henderson']","$60,000,000 ","$12,065,985 ",4.76 ,4.73 
tt0392465,Mozart and the Whale,6.8,['Petter Nss'],['Ronald Bass'],"['Josh Hartnett', 'Radha Mitchell', 'Gary Cole', 'Sheila Kelley', 'Erica Leerhsen', 'John Carroll Lynch', 'Nate Mooney', 'Rusty Schwimmer', 'Robert Wisdom', 'Allen Evangelista', 'Kelly B. Eviston', 'Jhon Goodwin', 'Christa Campbell', 'Jeffrey Brandle', 'Hollis Higgins']","$12,000,000 ","$36,006 ",2.66 ,4.73 
tt0114436,Showgirls,4.3,['Paul Verhoeven'],['Joe Eszterhas'],"['Elizabeth Berkley', 'Kyle MacLachlan', 'Gina Gershon', 'Glenn Plummer', 'Robert Davi', 'Alan Rachins', 'Gina Ravera', 'Lin Tucci', 'Greg Travis', 'Al Ruscio', 'Patrick Bristow', 'William Shockley', 'Michelle Johnston', 'Dewey Weber', 'Rena Riffel']","$45,000,000 ","$20,350,754 ",5.17 ,4.73 
tt0132245,Driven,4.3,['Renny Harlin'],"['Jan Skrentny', 'Neal Tabachnick', 'and 1 more credit']","['Sylvester Stallone', 'Burt Reynolds', 'Kip Pardue', 'Stacy Edwards', 'Til Schweiger', 'Gina Gershon', 'Estella Warren', 'Cristin de la Fuente', 'Brent Briscoe', 'Robert Sean Leonard', 'Verona Pooth', 'Jasmin Wagner', 'Chip Ganassi', 'John Della Penna', 'Dan Duran']","$72,000,000 ","$32,616,869 ",5.17 ,4.73 
tt0114536,Steal Big Steal Little,4.6,['Andrew Davis'],"['Andrew Davis', 'Teresa Tucker-Davies']","['Andy Garcia', 'Alan Arkin', 'Rachel Ticotin', 'Joe Pantoliano', 'Holland Taylor', 'Ally Walker', 'David Ogden Stiers', 'Charles Rocket', 'Richard Bradford', 'Kevin McCarthy', 'Nathan Davis', 'Dominik Garca-Lorido', 'Mike Nussbaum', 'Rita Taggart', 'Takaaki Ishibashi']","$25,000,000 ","$6,278,139 ",4.87 ,4.74 
tt1464580,Stake Land,6.6,['Jim Mickle'],"['Nick Damici', 'Jim Mickle']","['Connor Paolo', 'Gregory Jones', 'Traci Hovel', 'Nick Damici', 'James Godwin', 'Tim House', 'Marianne Hagan', 'Stuart Rudin', 'Adam Scarimbolo', 'Vonia Arslanian', 'Kelly McGillis', 'Michael Cerveris', 'Heather Robb', 'Danielle Harris', 'Eilis Cahill']","$4,000,000 ","$18,469 ",2.88 ,4.74 
tt0083254,Under the Rainbow,5,['Steve Rash'],"['Fred Bauer', 'Pat Bradley']","['Chevy Chase', 'Carrie Fisher', 'Eve Arden', 'Joseph Maher', 'Robert Donner', 'Billy Barty', 'Mako', 'Cork Hubbert', 'Pat McCormick', 'Adam Arkin', 'Richard Stahl', 'Freeman King', 'Peter Isacksen', 'Jack Kruschen', 'Bennett Ohta']","$20,000,000 ","$2,297,493 ",4.48 ,4.74 
tt0485851,The Air I Breathe,6.9,['Jieho Lee'],"['Jieho Lee', 'Bob DeRosa']","['Kevin Bacon', 'Julie Delpy', 'Brendan Fraser', 'Andy Garcia', 'Sarah Michelle Gellar', 'Clark Gregg', 'Emile Hirsch', 'Forest Whitaker', 'Kelly Hu', 'Evan Parke', 'Taylor Nichols', 'Victor Rivers', 'Cecilia Surez', 'Todd Stashwick', 'Jon Bernthal']","$10,000,000 ","$25,775 ",2.59 ,4.74 
tt0477051,Norbit,3.7,['Brian Robbins'],"['Eddie Murphy', 'Charles Q. Murphy']","['Eddie Murphy', 'Thandie Newton', 'Terry Crews', 'Clifton Powell', 'Lester Speight', 'Cuba Gooding Jr.', 'Eddie Griffin', 'Katt Williams', 'Floyd Levine', 'Anthony Russell', 'Pat Crawford Brown', 'Jeanette Miller', 'Michael Colyar', 'Marlon Wayans', 'Alexis Rhee']","$60,000,000 ","$95,323,496 ",5.80 ,4.75 
tt0937237,Redacted,6.1,['Brian De Palma'],['Brian De Palma'],"['Izzy Diaz', 'Rob Devaney', 'Ty Jones', 'Anas Wellman', 'Mike Figueroa', 'Yanal Kassay', 'Dhiaa Khalil', ""Kel O'Neill"", 'Daniel Stewart Sherman', 'Patrick Carroll', 'Qazi Freihat', 'Adel Odai', 'Helen Zamel', 'Hiyam Abdel Karim', 'Issam Shamary']","$5,000,000 ","$65,087 ",3.40 ,4.75 
tt0115725,Bogus,4.9,['Norman Jewison'],"['Jeff Rothberg', 'Francis X. McCarthy Jr.', 'and 1 more credit']","['Whoopi Goldberg', 'Grard Depardieu', 'Haley Joel Osment', 'Andrea Martin', 'Nancy Travis', 'Denis Mercier', 'Ute Lemper', 'Sheryl Lee Ralph', 'Barbara Hamilton', 'Al Waxman', 'Elizabeth Harpur', 'Fiona Reid', 'Kevin Jackson', 'Richard Portnow', 'Mo Gaffney']","$30,000,000 ","$4,340,826 ",4.60 ,4.75 
tt0131436,I Got the Hook Up,3.4,['Michael Martin'],"['Master P', 'Leroy Douglas']","['Master P', 'Anthony Johnson', 'Gretchen Palmer', 'Frantz Turner', 'Richard Keats', 'Joe Estevez', 'William Knight', 'Anthony Boswell', 'Mack Morris', 'Mia X', ""Tommy 'Tiny' Lister"", ""Cory 'Zooman' Miller"", 'Edward Smith', 'Mystikal', 'Pablo Marz']","$3,500,000 ","$10,305,534 ",6.10 ,4.75 
tt0107563,The Meteor Man,4.6,['Robert Townsend'],['Robert Townsend'],"['Robert Townsend', 'Marla Gibbs', 'Eddie Griffin', 'Robert Guillaume', 'James Earl Jones', 'Roy Fegan', 'Cynthia Belgrave', 'Marilyn Coleman', 'Don Cheadle', 'Bobby McGee', 'Bill Cosby', 'Big Daddy Kane', 'Frank Gorshin', 'Sinbad', 'Nancy Wilson']","$30,000,000 ","$8,023,147 ",4.91 ,4.75 
tt1316616,There Be Dragons,5.7,['Roland Joff'],['Roland Joff'],"['Charlie Cox', 'Wes Bentley', 'Dougray Scott', 'Rodrigo Santoro', 'Jordi Moll', 'Derek Jacobi', 'Golshifteh Farahani', 'Geraldine Chaplin', 'Unax Ugalde', 'Ana Torrent', 'Charles Dance', 'Lily Cole', 'Olga Kurylenko', 'Alejandro Casaseca', 'Yaiza Guimar']","$36,000,000 ","$1,065,439 ",3.81 ,4.75 
tt0115683,Bio-Dome,4,['Jason Bloom'],"['Adam Leff', 'Mitchell Peck']","['William Atherton', 'Denise Dowse', 'Dara Tomanovich', 'Kevin West', 'Kylie Minogue', 'Pauly Shore', 'Stephen Baldwin', 'Joey Lauren Adams', 'Teresa Hill', 'Patricia Hearst', 'Robbie Thibaut Jr.', 'Adam Weisman', 'Henry Gibson', 'Brian Hayes Currie', 'Courtney Mizel']","$15,000,000 ","$13,427,615 ",5.51 ,4.75 
tt0239949,Say It Isn't So,4.7,['J.B. Rogers'],"['Peter Gaulke', 'Gerry Swallow']","['Chris Klein', 'Heather Graham', 'Orlando Jones', 'Sally Field', 'Richard Jenkins', 'John Rothman', 'Jack Plotnick', 'Eddie Cibrian', 'Mark Pellegrino', 'Brent Hinkley', 'Henry Cho', 'Richard Riehle', 'Brent Briscoe', 'Ezra Buzzington', 'Julie White']","$25,000,000 ","$5,516,708 ",4.81 ,4.76 
tt0126859,The Loss of Sexual Innocence,5.1,['Mike Figgis'],['Mike Figgis'],"['Julian Sands', 'Saffron Burrows', 'Stefano Dionisi', 'Kelly Macdonald', 'Gina McKee', 'Jonathan Rhys Meyers', 'Bernard Hill', 'Rossy de Palma', 'John Cowey', 'Nina McKay', 'Dickson Osa-Omorogbe', 'Jock Gibson Cowl', 'Justin Chadwick', 'Femi Ogunbanjo', 'Hanne Klintoe']","$4,000,000 ","$399,793 ",4.41 ,4.76 
tt1091751,The Longshots,4.3,['Fred Durst'],['Nick Santora'],"['Ice Cube', 'Keke Palmer', 'Tasha Smith', 'Jill Marie Jones', 'Dash Mihok', 'Matt Craven', 'Glenn Plummer', 'Garrett Morris', 'Miles Chandler', 'Malcolm Goodwin', 'Michael Colyar', 'Dean Delray', 'Earthquake', 'Hugo Perez', 'Sheran Goodspeed Keyton']","$23,000,000 ","$11,508,423 ",5.22 ,4.76 
tt0109891,Getting Even with Dad,4.2,['Howard Deutch'],"['Tom S. Parker', 'Jim Jennewein']","['Macaulay Culkin', 'Ted Danson', 'Glenne Headly', 'Saul Rubinek', 'Gailard Sartain', 'Sam McMurray', 'Hector Elizondo', 'Sydney Walker', 'Kathleen Wilhoite', 'Dann Florek', 'Ron Canada', 'Ralph Peduto', 'Bert Kinyon', 'Melvin Thompson', 'Danny Hunter']","$30,000,000 ","$18,438,164 ",5.32 ,4.76 
tt0120467,Vulgar,5,['Bryan Johnson'],['Bryan Johnson'],"[""Brian O'Halloran"", 'Bryan Johnson', 'Jerry Lewkowitz', 'Ethan Suplee', 'Matthew Maher', 'Don Gentile', 'Thomas W. Leidner', 'Michael Tierney', 'David Gilbert', 'Erik Johnson', 'Scott Schiaffo', 'Darin Johnson', 'Brian Hartsgrove', 'Aaron Hakeem', 'Jamie Schutz']","$120,000 ","$14,904 ",4.52 ,4.76 
tt0370032,Ultraviolet,4.2,['Kurt Wimmer'],['Kurt Wimmer'],"['Milla Jovovich', 'Cameron Bright', 'Nick Chinlund', 'Sebastien Andrieu', 'Ida Martin', 'William Fichtner', 'David Collier', ""Kieran O'Rorke"", 'Digger Mesch', 'Ryan Martin', 'Steven Calcote', 'Ricardo Mamood-Vega', 'Mike Smith', 'Clay Cullen', 'Jennifer Caputo']","$30,000,000 ","$18,500,966 ",5.32 ,4.76 
tt0219952,Lucky Numbers,4.9,['Nora Ephron'],['Adam Resnick'],"['John Travolta', 'Lisa Kudrow', 'Tim Roth', ""Ed O'Neill"", 'Michael Rapaport', 'Daryl Mitchell', 'Bill Pullman', 'Richard Schiff', 'Michael Moore', 'Sam McMurray', 'Michael Weston', 'Maria Bamford', 'Caroline Aaron', ""John F. O'Donohue"", 'Colin Mochrie']","$65,000,000 ","$10,014,234 ",4.63 ,4.77 
tt0105063,The Opposite Sex and How to Live with Them,4.7,['Matthew Meshekoff'],['Noah Stern'],"['Arye Gross', 'Courteney Cox', 'Kevin Pollak', 'Julie Brown', 'Mitch Ryan', 'Mitzi McCall', 'B.J. Ward', 'Philip Bruns', 'Jack Carter', 'Tess Foltyn', 'David DeCastro', 'Donald Brown', 'Aaron Lustig', 'Connie Sawyer', 'Steven Brill']","$3,000,000 ","$690,966 ",4.83 ,4.77 
tt0103670,American Heart,6.6,['Martin Bell'],"['Peter Silverman', 'Martin Bell']","['John Boylan', 'Jeff Bridges', 'Edward Furlong', 'Greg Sevigny', 'Jayne Entwistle', 'Willie Williams', 'Roosevelt Franklin', 'Melvyn Hayward', 'Don Harvey', 'Kit McDonough', 'Wren Walker', 'Cristine McMurdo-Wallis', 'Lucinda Jenney', 'Charlotte London', 'Loyd Catlett']","$10,000,000 ","$51,608 ",2.93 ,4.77 
tt0120670,Firestorm,4.4,['Dean Semler'],['Chris Soth'],"['Howie Long', 'Scott Glenn', 'William Forsythe', 'Suzy Amis', 'Christianne Hirt', 'Garwin Sanford', 'Sebastian Spence', 'Michael Greyeyes', 'Barry Pepper', 'Vladimir Kulich', 'Tom McBeath', 'Benjamin Ratner', 'Jonathon Young', 'Chilton Crane', 'Robyn Driscoll']","$19,000,000 ","$8,041,665 ",5.14 ,4.77 
tt0106505,Calendar Girl,4.8,['John Whitesell'],['Paul W. Shapiro'],"['Jason Priestley', 'Gabriel Olds', ""Jerry O'Connell"", 'Joe Pantoliano', 'Steve Railsback', 'Kurt Fuller', 'Stephen Tobolowsky', 'Emily Warfield', 'Michael Quill', 'Leslie Wing', 'Blake McIver Ewing', 'Michael David Kaye', 'Sean Fitzgerald', 'Maggie Simman', 'Elizabeth Quill']","$13,000,000 ","$2,501,113 ",4.74 ,4.77 
tt0090848,The Clan of the Cave Bear,5,['Michael Chapman'],"['Jean M. Auel', 'John Sayles']","['Daryl Hannah', 'Pamela Reed', 'James Remar', 'Thomas G. Waites', 'John Doolittle', 'Curtis Armstrong', 'Martin Doyle', 'Adel Hammoud', 'Tony Montanaro', 'Mike Muscat', 'John Wardlow', 'Keith Wardlow', 'Karen Elizabeth Austin', 'Barbara Duncan', 'Gloria Lee']","$15,000,000 ","$1,951,794 ",4.55 ,4.77 
tt1464174,"Big Mommas: Like Father, Like Son",3.9,['John Whitesell'],"['Matthew Fogel', 'Don Rhymer']","['Martin Lawrence', 'Brandon T. Jackson', 'Jessica Lucas', 'Michelle Ang', 'Portia Doubleday', 'Emily Rios', 'Ana Ortiz', 'Henri Lubatti', 'Lorenzo Pisoni', 'Tony Curran', 'Marc John Jefferies', 'Brandon Gill', 'Zack Mines', 'Trey Lindsey', 'Ken Jeong']","$32,000,000 ","$37,911,876 ",5.65 ,4.77 
tt0182295,Love's Labour's Lost,5.9,['Kenneth Branagh'],"['William Shakespeare', 'Kenneth Branagh']","['Alessandro Nivola', 'Alicia Silverstone', 'Natascha McElhone', 'Kenneth Branagh', 'Carmen Ejogo', 'Matthew Lillard', 'Adrian Lester', 'Emily Mortimer', 'Richard Briers', 'Geraldine McEwan', 'Stefania Rocca', 'Jimmy Yuill', 'Nathan Lane', 'Timothy Spall', ""Anthony O'Donnell""]","$13,000,000 ","$284,291 ",3.66 ,4.78 
tt0472050,Bart Got a Room,5.8,['Brian Hecker'],['Brian Hecker'],"['Steven Kaplan', 'William H. Macy', 'Cheryl Hines', 'Alia Shawkat', 'Ashley Benson', 'Brandon Hardesty', 'Kate Micucci', 'Jon Polito', 'Jennifer Tilly', 'Dinah Manoff', 'Michael Mantell', 'Chad Jamian Williams', 'Bambi la Fleur', 'Sam Azouz', 'Betty Knowles']","$2,000,000 ","$53,760 ",3.76 ,4.78 
tt0493464,Wanted,6.7,['Timur Bekmambetov'],"['Michael Brandt', 'Derek Haas']","['James McAvoy', 'Morgan Freeman', 'Angelina Jolie', 'Terence Stamp', 'Thomas Kretschmann', 'Common', 'Kristen Hager', 'Marc Warren', ""David O'Hara"", 'Konstantin Khabenskiy', 'Dato Bakhtadze', 'Chris Pratt', 'Lorna Scott', 'Sophiya Haque', 'Brian Caspe']","$75,000,000 ","$332,816 ",2.86 ,4.78 
tt0445953,Disgrace,6.5,['Steve Jacobs'],"['J.M. Coetzee', 'Anna Maria Monticelli']","['John Malkovich', 'Jessica Haines', 'Eriq Ebouaney', 'Fiona Press', 'Antoinette Engel', 'Natalie Becker', 'Antonio Fisher', 'Isabella De Villiers', 'Cindy Mkaza', 'Liezel De Kock', 'Charles Tertiens', 'David Dennis', 'Paula Arundell', 'Anne Looby', 'David Ritchie']","$10,000,000 ","$66,643 ",3.06 ,4.78 
tt0784972,The Brothers Solomon,5.2,['Bob Odenkirk'],['Will Forte'],"['Will Arnett', 'Will Forte', 'Chi McBride', 'Kristen Wiig', 'Malin kerman', 'Lee Majors', 'Michael Ormsby', 'Ryan Wynott', 'Bob Odenkirk', 'Sam Lloyd', 'Charles Rahi Chun', 'Ryun Yu', 'Bill Hader', 'Jenna Fischer', 'Susanne Wright']","$10,000,000 ","$900,926 ",4.36 ,4.78 
tt0450340,Unknown,6.5,['Simon Brand'],['Matthew Waynee'],"['Jim Caviezel', 'Greg Kinnear', 'Bridget Moynahan', 'Joe Pantoliano', 'Barry Pepper', 'Jeremy Sisto', 'Peter Stormare', 'Chris Mulkey', 'Clayne Crawford', 'Kevin Chapman', 'Mark Boone Junior', 'Wilmer Calderon', 'David Selby', 'Adam Rodriguez', 'Jeff Daniel Phillips']","$3,700,000 ","$24,686 ",3.06 ,4.78 
tt0117765,Striptease,4.1,['Andrew Bergman'],"['Carl Hiaasen', 'Andrew Bergman']","['Demi Moore', 'Burt Reynolds', 'Armand Assante', 'Ving Rhames', 'Robert Patrick', 'Paul Guilfoyle', 'Jerry Grayson', 'Rumer Willis', 'Robert Stanton', 'William Hill', 'Stuart Pankin', 'Dina Waters', 'PaSean Wilson', 'Pandora Peaks', 'Barbara Alyn Woods']","$40,000,000 ","$32,758,418 ",5.47 ,4.78 
tt0326856,Envy,4.6,['Barry Levinson'],['Steve Adams'],"['Ben Stiller', 'Jack Black', 'Rachel Weisz', 'Amy Poehler', 'Christopher Walken', 'Ariel Gade', 'Sam Lerner', 'Lily Jackson', 'Connor Matheus', 'Hector Elias', 'Angee Hughes', 'Manny Kleinmuntz', 'Blue Deckert', 'John Gavigan', 'Terry Bozeman']","$40,000,000 ","$12,181,484 ",4.97 ,4.79 
tt0101356,Another You,4.9,['Maurice Phillips'],['Ziggy Steinberg'],"['Richard Pryor', 'Gene Wilder', 'Mercedes Ruehl', 'Stephen Lang', 'Vanessa Williams', 'Phil Rubenstein', 'Peter Michael Goetz', 'Billy Beck', 'Jerry Houser', 'Kevin Pollak', 'Craig Richard Nelson', 'Kandis Chappell', 'Elsa Raven', 'Catherine E. Coulson', 'Norman Glasser']","$17,000,000 ","$2,865,916 ",4.68 ,4.79 
tt0110944,Rapa Nui,6.1,['Kevin Reynolds'],"['Kevin Reynolds', 'Tim Rose Price', 'and 1 more credit']","['Jason Scott Lee', 'Esai Morales', 'Sandrine Holt', 'Eru Potaka Dewes', 'Emilio Tuki Hito', 'Gordon Hatfield', 'Frenxa Reuben', 'Hori Ahipene', 'Chiefy Elkington', 'Ruihana Rewa', 'George Henare', 'Rawiri Paratene', 'Pete Smith', 'Mario Gaoa', 'Cliff Curtis']","$20,000,000 ","$305,070 ",3.48 ,4.79 
tt0354595,The Game of Their Lives,6,['David Anspaugh'],"['Geoffrey Douglas', 'Angelo Pizzo']","['Gerard Butler', 'Wes Bentley', 'Jay Rodan', 'Gavin Rossdale', 'Costas Mandylor', 'Louis Mandylor', 'Zachery Ty Bryan', 'Jimmy Jean-Louis', 'Richard Jenik', 'Nelson Vargas', 'Craig Hawksley', 'Bill Smitrovich', 'Patrick Stewart', 'Terry Kinney', 'John Rhys-Davies']","$20,000,000 ","$375,474 ",3.58 ,4.79 
tt0116654,The Island of Dr. Moreau,4.2,"['John Frankenheimer', 'and 1 more credit']","['H.G. Wells', 'Richard Stanley', 'and 1 more credit']","['Marlon Brando', 'Val Kilmer', 'David Thewlis', 'Fairuza Balk', 'Daniel Rigney', 'Temuera Morrison', 'Nelson de la Rosa', 'Peter Elliott', 'Mark Dacascos', 'Ron Perlman', 'Marco Hofschneider', 'Miguel Lpez', 'Neil Young', 'David Hudson', 'Clare Grant']","$40,000,000 ","$27,663,982 ",5.38 ,4.79 
tt0114345,The Scarlet Letter,4.8,['Roland Joff'],"['Nathaniel Hawthorne', 'Douglas Day Stewart']","['Demi Moore', 'Gary Oldman', 'Robert Duvall', 'Lisa Andoh', 'Edward Hardwicke', 'Robert Prosky', 'Roy Dotrice', 'Joan Plowright', 'Malcolm Storry', 'James Bearden', 'Larissa Laskin', 'Amy Wright', 'George Aguilar', 'Tim Woodward', 'Joan Gregson']","$50,000,000 ","$10,400,000 ",4.78 ,4.79 
tt0906665,Sukiyaki Western Django,6.2,['Takashi Miike'],"['Takashi Miike', 'Masa Nakamura']","['Hideaki It', 'Masanobu And', 'Kichi Sat', 'Kaori Momoi', 'Ysuke Iseya', 'Renji Ishibashi', 'Yoshino Kimura', 'Quentin Tarantino', 'Takaaki Ishibashi', 'Teruyuki Kagawa', 'Taigi Kobayashi', 'Toshiyuki Nishida', 'Shun Oguri', 'Masato Sakai', 'Hideaki Sato']","$3,800,000 ","$48,034 ",3.38 ,4.79 
tt0314676,The Singing Detective,5.6,['Keith Gordon'],"['Dennis Potter', 'Dennis Potter']","['Robert Downey Jr.', 'Robin Wright', 'Mel Gibson', 'Jeremy Northam', 'Katie Holmes', 'Adrien Brody', 'Jon Polito', 'Carla Gugino', 'Saul Rubinek', 'Alfre Woodard', 'Amy Aquino', 'David Dorfman', 'Eddie Jones', 'Lily Knight', 'Clyde Kusatsu']","$8,000,000 ","$336,456 ",3.98 ,4.79 
tt1270835,Hatchet II,5.3,['Adam Green'],['Adam Green'],"['Danielle Harris', 'Tony Todd', 'Kane Hodder', 'Parry Shen', 'Tom Holland', 'R.A. Mihailoff', 'AJ Bowen', 'Alexis Peters', 'Ed Ackerman', 'David Foy', 'Colton Dunn', 'Rick McCallum', 'John Carl Buechler', 'Kathryn Fiore', 'Erika Hamilton']","$800,000 ","$62,000 ",4.29 ,4.79 
tt0349416,Eulogy,6.5,['Michael Clancy'],['Michael Clancy'],"['Hank Azaria', 'Jesse Bradford', 'Zooey Deschanel', 'Glenne Headly', 'Famke Janssen', 'Piper Laurie', 'Kelly Preston', 'Ray Romano', 'Rip Torn', 'Debra Winger', 'Micole Mercurio', 'Lucy Boyle', 'Tania Gunadi', 'Kevin Ruf', 'Alex Moore']","$10,000,000 ","$70,527 ",3.09 ,4.80 
